Food Name,GI,Food Manufacturer,Product Category,Country of food production,Serving Size (g),Carbohydrate portion (g) or Average Carbohydrate portion (g),GL,Reference:,Subjects type,Time,Subjects Number,Year of test
"Sucrose (Redpath Sugars, Canada) #",61,,Sugars and Syrups,Canada,,5,3,"Lee, B.M. and T.M. Wolever, Effect of glucose, sucrose and fructose on plasma glucose and insulin responses in normal humans: comparison with white bread. European Journal of Clinical Nutrition, 1998. 52(12): p. 924-8.",Normal,2h,8,1998
Sucrose #,62,,Sugars and Syrups,Germany,,5,3,"Schauberger, G., et al., Exchange of carbohydrates according to their effect on blood glucose. Diabetes, 1977. 26: p. 415 (abstr).",Type 2,NS,NS,1977
"Sucrose, tested in young adults (17-18 y) #",65,,Sugars and Syrups,South Africa,,5,3,"Walker, A.R. and B.F. Walker, Glycaemic index of South African foods determined in rural blacks--a population at low risk of diabetes. Human Nutrition. Clinical Nutrition, 1984. 38(3): p. 215-22.",Normal,2h,7,1984
"Sucrose (Redpath Sugars, Canada) #",66,,Sugars and Syrups,Canada,,5,3,"Lee, B.M. and T.M. Wolever, Effect of glucose, sucrose and fructose on plasma glucose and insulin responses in normal humans: comparison with white bread. European Journal of Clinical Nutrition, 1998. 52(12): p. 924-8.",Normal,2h,8,1998
Sucrose #,68,,Sugars and Syrups,Canada,,5,3,"Lan-Pidhainy, X. and T.M.S. Wolever, Are the glycemic and insulinemic index values of carbohydrate foods similar in healthy control, hyperinsulinemic and type 2 diabetic patients? European Journal of Clinical Nutrition, 2011. 65(6): p. 727-34.",Type 2,3h,10,2011
Sucrose #,68,,Sugars and Syrups,Canada,,5,3,"Lan-Pidhainy, X. and T.M.S. Wolever, Are the glycemic and insulinemic index values of carbohydrate foods similar in healthy control, hyperinsulinemic and type 2 diabetic patients? European Journal of Clinical Nutrition, 2011. 65(6): p. 727-34.",Normal,2h,9,2011
Sucrose #,69,,Sugars and Syrups,Canada,,5,3,"Lan-Pidhainy, X. and T.M.S. Wolever, Are the glycemic and insulinemic index values of carbohydrate foods similar in healthy control, hyperinsulinemic and type 2 diabetic patients? European Journal of Clinical Nutrition, 2011. 65(6): p. 727-34.",High fast insulin,2h,12,2011
Sucrose #,74,,Sugars and Syrups,Iran,,5,4,"Mohsenpour, M.A., et al., The effect of a new mixture of sugar and sugar-alcohols compared to sucrose and glucose on blood glucose increase and the possible adverse reactions: A phase I double-blind, three-way randomized cross-over clinical trial. Endocrinologia, Diabetes y Nutricion, 2019. 66(10): p. 647-653.",Normal,2h,16,2016
Sucrose #,78,,Sugars and Syrups,South Korea,,5,4,"Lee, K., et al., Glycemic index of sucrose with D-xylose (XF) in humans. Current Topics in Nutraceutical Research, 2013. 11(1-2): p. 35-39.",Normal,2h,13,2012
Sucrose #,81,,Sugars and Syrups,Jordan,,5,4,"Abu Rajab, A.M., et al., Glycemic and insulinemic response of different types of jordanian honey in healthy and type 2 diabetic volunteers. Pakistan Journal of Nutrition, 2017. 16(2): p. 61-68.",Normal,2h,9,2016
Sucrose #,82,,Sugars and Syrups,Italy,,5,4,"Bucalossi, A., et al., Glycaemic and insulinaemic responses to different carbohydrates in Type II (NIDD) diabetic patients. Diabetes, Nutrition & Metabolism, 1990. 3(2): p. 143-51.",Type 2,2h,14,1989
Sucrose #,94,,Sugars and Syrups,Jordan,,5,5,"Abu Rajab, A.M., et al., Glycemic and insulinemic response of different types of jordanian honey in healthy and type 2 diabetic volunteers. Pakistan Journal of Nutrition, 2017. 16(2): p. 61-68.",Type 2,2h,7,2016
Sucrose #,110,,Sugars and Syrups,Belgium,,5,6,"Pelletier, X., et al., Glycaemic and insulinaemic responses in healthy volunteers upon ingestion of maltitol and hydrogenated glucose syrups. Diabete Metab, 1994. 20(3): p. 291-6.",Normal,3h,8,1993
"Sucrose, portion adjusted based on kg body weight #",132,,Sugars and Syrups,Egypt,,5,7,"Abdulrhman, M., et al., Effects of honey, sucrose and glucose on blood glucose and C-peptide in patients with type 1 diabetes mellitus. Complementary Therapies in Clinical Practice, 2013. 19(1): p. 15-9.",Normal children,2h,10,2011
"Sucrose, portion adjusted based on kg body weight #",119,,Sugars and Syrups,Egypt,,5,6,"Abdulrhman, M., et al., Effects of honey, sucrose and glucose on blood glucose and C-peptide in patients with type 1 diabetes mellitus. Complementary Therapies in Clinical Practice, 2013. 19(1): p. 15-9.",Type 1 (children),2h,20,2011
"Sucrose, portion adjusted based on kg body weight #",139,,Sugars and Syrups,Egypt,,5,7,"Abdulrhman, M., et al., Effects of honey, sucrose and glucose on blood glucose and C-peptide in patients with type 1 diabetes mellitus. Complementary Therapies in Clinical Practice, 2013. 19(1): p. 15-9.",Normal children,2h,50,2013
"Sucrose, portion adjusted based on kg body weight #",128,,Sugars and Syrups,Egypt,,5,6,"Abdulrhman, M., et al., Effects of honey, sucrose and glucose on blood glucose and C-peptide in patients with type 1 diabetes mellitus. Complementary Therapies in Clinical Practice, 2013. 19(1): p. 15-9.",Type 1 (children),2h,30,2013
"Brown Sugar (HongMian, Guangzhou Light Industry & Trade Group, Guangzhou, China) #",71,,Sugars and Syrups,China,,5,4,-,Normal,2h,6,2020
"Sucrose, 47.5 g portion with 2.5 g D-xylose #",60,,Sugars and Syrups,South Korea,,5,3,"Lee, K., et al., Glycemic index of sucrose with D-xylose (XF) in humans. Current Topics in Nutraceutical Research, 2013. 11(1-2): p. 35-39.",Normal,2h,13,2012
"Sucrose, 25 g portion, fed with 37.7 g oats #",65,,Sugars and Syrups,Canada,,5,3,"Wolever, T.M.S., et al., Lactose in the diabetic diet: A comparison with other carbohydrates. Nutrition Research, 1985. 5(12): p. 1335-1345.",Type 2,3h,6,1985
"Sugar blend, 78% maltodextrin and 22% sucrose, dissolved in water #",163,,Sugars and Syrups,USA,,5,8,"Sands, A.L., et al., Consumption of the slow-digesting waxy maize starch leads to blunted plasma glucose and insulin response but does not influence energy expenditure or appetite in humans. Nutrition Research, 2009. 29(6): p. 383-90.",Normal,4h,12,2009
Trehalose #,77,,Sugars and Syrups,Belgium,,5,4,"van Can, J.G.P., et al., Reduced glycaemic and insulinaemic responses following trehalose and isomaltulose ingestion: implications for postprandial substrate use in impaired glucose-tolerant subjects. British Journal of Nutrition, 2012. 108(7): p. 1210-7.",IGT,3h6,10,2011
Trehalose #,81,,Sugars and Syrups,USA,,5,4,"Maki, K.C., et al., Acute effects of low insulinemic sweeteners on postprandial insulin and glucose concentrations in obese men. International Journal of Food Sciences and Nutrition, 2009. 60 Suppl 3: p. 48-55.",Obese,2h,21,2009
Trehalose #,95,,Sugars and Syrups,Belgium,,5,5,"Van Can, J.G.P., et al., Reduced glycaemic and insulinaemic responses following trehalose ingestion: Implications for postprandial substrate use. British Journal of Nutrition, 2009. 102(10): p. 1395-1399.",Overweight,3h6,10,2008
Trehalose (50 g) + fructose (25 g) #,66,,Sugars and Syrups,USA,,5,3,"Maki, K.C., et al., Acute effects of low insulinemic sweeteners on postprandial insulin and glucose concentrations in obese men. International Journal of Food Sciences and Nutrition, 2009. 60 Suppl 3: p. 48-55.",Obese,2h,21,2009
"Isomalt (Sudzucker AG, Mannheim, Germany) #",2,,Sugars and Syrups,Germany,,2.5,0.1,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2002
"Lacritose, mixture containing 54.13% erythritol, 27.4% lactose, 12.9% fructose, and 5.57% sucrose #",11,,Sugars and Syrups,-,,2.5,0.3,"Mohsenpour, M.A., et al., The effect of a new mixture of sugar and sugar-alcohols compared to sucrose and glucose on blood glucose increase and the possible adverse reactions: A phase I double-blind, three-way randomized cross-over clinical trial. Endocrinologia, Diabetes y Nutricion, 2019. 66(10): p. 647-653.",Type 2,2h,18,2016
"Lacritose, mixture containing 54.13% erythritol, 27.4% lactose, 12.9% fructose, and 5.57% sucrose #",18,,Sugars and Syrups,-,,2.5,0.5,"Mohsenpour, M.A., et al., The effect of a new mixture of sugar and sugar-alcohols compared to sucrose and glucose on blood glucose increase and the possible adverse reactions: A phase I double-blind, three-way randomized cross-over clinical trial. Endocrinologia, Diabetes y Nutricion, 2019. 66(10): p. 647-653.",Normal,2h,16,2016
Lactitol #,-1,,Sugars and Syrups,Finland,,2.5,0,"Natah, S.S., et al., Metabolic response to lactitol and xylitol in healthy men. The American Journal of Clinical Nutriiton, 1997. 65(4): p. 947-50.",Normal,3h,8,1996
"Lactitol MC (Danisco sweeteners, Surrey, UK) #",3,,Sugars and Syrups,UK,,2.5,0.1,-,Normal,2h,10,2004
"Litesse II, bulking agent with polydextrose and sorbitol (Danisco Sweeteners, UK) #",7,,Sugars and Syrups,UK,,2.5,0.2,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2001
"Litesse III ultra, bulking agent with polydextrose and sorbitol (Danisco Sweeteners, UK) #",4,,Sugars and Syrups,UK,,2.5,0.1,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2001
"Lycasin® HBC, syrup containing 50-55% maltitol, 5-8% sorbitol and 35-40% hydrogenated oligo-saccharides (lab 2212, Roquette, France) #",47,,Sugars and Syrups,France,,2.5,1,"Rizkalla, S.W., et al., Glycaemic and insulinaemic responses to a new hydrogenated starch hydrolysate in healthy and type 2 diabetic subjects. Diabetes & Metabolisme, 2002. 28(5): p. 385-90.",Normal,3h,6,2002
"Lycasin® HBC, syrup containing 50-55% maltitol, 5-8% sorbitol and 35-40% hydrogenated oligo-saccharides (lab 2212, Roquette, France) #",25,,Sugars and Syrups,France,,2.5,1,"Rizkalla, S.W., et al., Glycaemic and insulinaemic responses to a new hydrogenated starch hydrolysate in healthy and type 2 diabetic subjects. Diabetes & Metabolisme, 2002. 28(5): p. 385-90.",Type 2,3h,6,2002
Maltitol #,26,,Sugars and Syrups,Japan,,2.5,1,"Matsuo, T., Estimation of glycemic response to maltitol and mixture of maltitol and sucrose in healthy young subjects. Tech Bull Fac Agr Kagawa Univ 2003. 55: p. 57-61.",Normal,2h,16,2002
"Maltitol (Roquette, Lestrem, France), dissolved in 200 mL water #",34,,Sugars and Syrups,France,,2.5,1,"Pratt, M., et al., No observable differences in glycemic response to maltitol in human subjects from 3 ethnically diverse groups. Nutrition Research, 2011. 31(3): p. 223-8.",Normal Caucasian,3h,10,2010
"Maltitol (Roquette, Lestrem, France), dissolved in 200 mL water #",23,,Sugars and Syrups,France,,2.5,1,"Pratt, M., et al., No observable differences in glycemic response to maltitol in human subjects from 3 ethnically diverse groups. Nutrition Research, 2011. 31(3): p. 223-8.",Normal South Indian,3h,10,2010
"Maltitol (Roquette, Lestrem, France), dissolved in 200 mL water #",33,,Sugars and Syrups,France,,2.5,1,"Pratt, M., et al., No observable differences in glycemic response to maltitol in human subjects from 3 ethnically diverse groups. Nutrition Research, 2011. 31(3): p. 223-8.",Normal Chinese,3h,10,2010
"Malbit CR (87% maltitol) (Cerestar, Vilvoorde, Belgium) #",30,,Sugars and Syrups,Belgium,,2.5,1,"Pelletier, X., et al., Glycaemic and insulinaemic responses in healthy volunteers upon ingestion of maltitol and hydrogenated glucose syrups. Diabete Metab, 1994. 20(3): p. 291-6.",Normal,3h,8,1993
"Maltidex 100 (> 72% maltitol) (Cerestar, Vilvoorde, Belgium) #",44,,Sugars and Syrups,Belgium,,2.5,1,"Pelletier, X., et al., Glycaemic and insulinaemic responses in healthy volunteers upon ingestion of maltitol and hydrogenated glucose syrups. Diabete Metab, 1994. 20(3): p. 291-6.",Normal,3h,8,1993
Maltitol and Sucrose mixture (25 g Maltitol + 25 g Sucrose) #,46,,Sugars and Syrups,Japan,,2.5,1,"Matsuo, T., Estimation of glycemic response to maltitol and mixture of maltitol and sucrose in healthy young subjects. Tech Bull Fac Agr Kagawa Univ 2003. 55: p. 57-61.",Normal,2h,19,2002
"Malbit CH (99% maltitol) (Cerestar, Vilvoorde, Belgium) #",73,,Sugars and Syrups,Belgium,,2.5,2,"Pelletier, X., et al., Glycaemic and insulinaemic responses in healthy volunteers upon ingestion of maltitol and hydrogenated glucose syrups. Diabete Metab, 1994. 20(3): p. 291-6.",Normal,3h,8,1993
"Maltidex 200 (50% maltitol) (Cerestar, Vilvoorde, Belgium) #",89,,Sugars and Syrups,Belgium,,2.5,2,"Pelletier, X., et al., Glycaemic and insulinaemic responses in healthy volunteers upon ingestion of maltitol and hydrogenated glucose syrups. Diabete Metab, 1994. 20(3): p. 291-6.",Normal,3h,8,1993
"SUITENA™ sweetener (Fiatec Biosystem Sdn Bhd, Malaysia), containing erythritol, xylitol and stevia #",8,,Sugars and Syrups,Malaysia,,2.5,0.2,"Ng, A.W.R., et al., A polyol-stevia blended sugar replacer exhibits low glycemic response among human subjects. Clinical Nutrition ESPEN, 2019. 33: p. 39-41.",Normal,1.5h,6,2019
"Tagatose sugar replacement, Gaio® (Arla Foods, Germany) #",3,,Sugars and Syrups,Germany,,2.5,0.1,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2004
25 g xylitol #,7,,Sugars and Syrups,Finland,,2.5,0.2,"Natah, S.S., et al., Metabolic response to lactitol and xylitol in healthy men. The American Journal of Clinical Nutriiton, 1997. 65(4): p. 947-50.",Normal,3h,8,1996
"25 g  Xylitol C (Danisco Sweeteners, UK) #",8,,Sugars and Syrups,UK,,2.5,0.2,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2001
"Zùsto® sweetener (Zùsto, NV), containing polydextrose, erythritol, inulin, fructo-oligosaccharides, maltodextrins, isomaltulose and sucralose #",22,,Sugars and Syrups,Belgium,,2.5,1,"Pen, J.J., et al., Zusto: A new sweetening agent with low glycemic index. Clinical Nutrition ESPEN, 2018. 23: p. 103-106.",Normal,3h,10,2017
"Green banana, boiled #",38,,Vegetables,New Zealand,,20,8,"Perry, T., et al., Glycaemic index of New Zealand foods. New Zealand Medical Journal, 2000. 113(1108): p. 140-2.",Normal,2h,8,2000
"Green banana/plantain, boiled 23 min, frozen, thawed and reheated for 1 min #",65,,Vegetables,Trinidad,,20,13,"Ramdath, D.D., et al., Glycaemic index of selected staples commonly eaten in the Caribbean and the effects of boiling v. crushing. British Journal of Nutrition, 2004. 91(6): p. 971-7.",Normal,2h,8,2003
Plantain (Musa AAB) #,68,,Vegetables,Fiji,,20,14,"Lako, J., et al., The glycemic index (GI) and glycemic load (GL) of five commonly consumed foods of the South Pacific. Pacific Health Dialogue, 2004. 11(1): p. 47-54.",Normal,2h,8,2004
"Banana, (Musa sapientum), Nendra variety, unripe, steamed 1 h #",70,,Vegetables,India,,20,14,"Kurup, P.G. and S. Krishnamurthy, Glycemic index of selected foodstuffs commonly used in south India. International Journal of Vitamin and Nutrition Resarch, 1992. 62(3): p. 266-8.",Normal,3h20,12-15,1991
"Pea, cooked #",35,,Vegetables,Israel,,20,4,"Lock, D.R., et al., Glycemic indices of various foods given to pregnant diabetic subjects. Obstetrics and Gynecology, 1988. 71(2): p. 180-3.",GDM,2h,8,1988
"Pea, frozen, boiled #",39,,Vegetables,Germany,,20,4,"Otto, H. and L. Niklas, Differences d'action sur la glycemie d'aliments contenant des hydrated de carbone: consequences pour le traitment dietetique du diabete sucre. (Differences in the action of foods containing carbohydrate on blood glucose levels: implications for the dietetic treatment of diabetes mellitus). Med Hyg, 1980. 38: p. 3424-29.",Type 2,NS,NS,1980
"Pea, frozen, boiled #",51,,Vegetables,Canada,,20,5,"Jenkins, D.J., et al., Glycemic index of foods: a physiological basis for carbohydrate exchange. The American Journal of Clinical Nutrition, 1981. 34(3): p. 362-6.",Normal,2h,6,1981
"Pea, green (Pisum Sativum) #",54,,Vegetables,India,,20,5,"Kurup, P.G. and S. Krishnamurthy, Glycemic index of selected foodstuffs commonly used in south India. International Journal of Vitamin and Nutrition Resarch, 1992. 62(3): p. 266-8.",Normal,3h,12-15,1991
"Pumpkin, steamed for 15 min #",52,,Vegetables,South Korea,,20,5,"Kim, D.-Y., Y. Kim, and H. Lim, Glycaemic indices and glycaemic loads of common Korean carbohydrate-rich foods. British Journal of Nutrition, 2019. 121(4): p. 416-425.",Normal,2h,11,2018
"Pumpkin, boiled in water for 20 min, mashed and served as gruel #",53,,Vegetables,South Korea,,20,5,"Kim, D.-Y., Y. Kim, and H. Lim, Glycaemic indices and glycaemic loads of common Korean carbohydrate-rich foods. British Journal of Nutrition, 2019. 121(4): p. 416-425.",Normal,2h,9,2018
"Pumpkin, boiled for 30 min in water with 2 g salt, tested in young adults (17-18 y) #",75,,Vegetables,South Africa,,20,8,"Walker, A.R. and B.F. Walker, Glycaemic index of South African foods determined in rural blacks--a population at low risk of diabetes. Human Nutrition. Clinical Nutrition, 1984. 38(3): p. 215-22.",Normal,2h,6,1984
"Sweet corn, whole kernel, canned, diet-pack, drained  (Featherweight, USA) #",47,,Vegetables,USA,,20,9,"Crapo, P.A., et al., Comparison of serum glucose, insulin, and glucagon responses to different types of complex carbohydrate in noninsulin-dependent diabetic patients. The American Journal of Clinical Nutriiton, 1981. 34(2): p. 184-90.",Type 2,3h6,20,1981
